"Date: 2026-06-07+0000"
"Version: 7.2"
"Status: 
0 Normal
"","UVFarms - Team","PRD - from kaviya & Anthony","TEXT","","","N","","","","","0","2","2026-05-19T05:33:42+0000","2026-05-20T07:29:08+0000","-118747256848384","Asia/Calcutta",,"false","School App","8796093022208","kanban","125","","TASK"
"","UVFarms - Team","Research for Parent App","TEXT","","","N","","","","","0","2","2026-05-19T05:32:43+0000","2026-05-22T08:55:28+0000","-117647745220608","Asia/Calcutta",,"false","Sankari","7696581394432","kanban","126","","TASK"
"","UVFarms - Team","How is the studies","TEXT","","","N","","","","","0","2","2026-05-19T05:32:30+0000","2026-05-22T08:55:35+0000","-116548233592832","Asia/Calcutta",,"false","Sankari","7696581394432","kanban","127","","TASK"
"","UVFarms - Team","Get me a trainee","TEXT","","","N","","","","","0","0","2026-05-19T05:31:44+0000","","-115448721965056","Asia/Calcutta",,"false","Anthony","6597069766656","kanban","128","","TASK"
"","UVFarms - Team","status of Club membership system","TEXT","","","N","","","","","0","0","2026-05-19T05:31:11+0000","","-114349210337280","Asia/Calcutta",,"false","Anthony","6597069766656","kanban","129","","TASK"
"","UVFarms - Team","Anything from KamalRaju","TEXT","","","N","","","","","0","0","2026-05-19T05:30:13+0000","","-113249698709504","Asia/Calcutta",,"false","Kaviya","5497558138880","kanban","130","","TASK"
"","UVFarms - Team","Status of NextGen Zepto","TEXT","","","N","","","","","0","0","2026-05-19T05:29:58+0000","","-112150187081728","Asia/Calcutta",,"false","Kaviya","5497558138880","kanban","131","","TASK"
"","UVFarms - Team","OpenClaw status","TEXT","","","N","","","","","0","2","2026-05-19T03:00:42+0000","2026-06-01T12:41:53+0000","-111050675453952","Asia/Calcutta",,"false","Sandhya","4398046511104","kanban","132","","TASK"
"","UVFarms - Team","OHLCV data to Redis","TEXT","","","N","","","","","0","2","2026-05-19T02:59:18+0000","2026-05-30T11:36:28+0000","-109951163826176","Asia/Calcutta",,"false","Sandhya","4398046511104","kanban","133","","TASK"
"","UVFarms - Team","PDH, PDL values to Nifty redis data","TEXT","","","N","","","","","0","2","2026-05-19T02:56:38+0000","2026-05-20T10:34:10+0000","-107752140570624","Asia/Calcutta",,"false","Sandhya","4398046511104","kanban","134","","TASK"
"","UVFarms - Team","ALL CPR values to Nifty redis Data","TEXT","","","N","","","","","0","2","2026-05-19T02:56:22+0000","2026-05-20T10:34:17+0000","-106652628942848","Asia/Calcutta",,"false","Sandhya","4398046511104","kanban","135","","TASK"
"","UVFarms - Team","Data to Redis every 1min","TEXT","","","N","","","","","0","2","2026-05-19T02:56:59+0000","2026-05-20T10:34:18+0000","-105553117315072","Asia/Calcutta","true","false","Sandhya","4398046511104","kanban","136","","TASK"
"","UVFarms - Team","ETF analysis page","TEXT","","","N","","","","","0","0","2026-05-18T04:42:22+0000","","-105553117315072","Asia/Calcutta",,"false","Sriram","3298534883328","kanban","137","","TASK"
"","UVFarms - Team","XGboost","CHECKLIST","","▪Xgboost plotting▪Compare with realtime▪Automatic XGboost every 10 min using OHLCV from tradingview▫Research about other ML models","Y","","","","","0","2","2026-05-18T04:42:12+0000","2026-05-26T04:45:57+0000","-104453605687296","Asia/Calcutta",,"false","Sriram","3298534883328","kanban","138","","TASK"
"","UVFarms - Team","interview ?","TEXT","","","N","","","","","0","0","2026-05-18T04:42:07+0000","","-103354094059520","Asia/Calcutta",,"false","Sriram","3298534883328","kanban","139","","TASK"
"","UVFarms - Team","Call IronMan Adambakkam","TEXT","","","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","0","2","2025-06-12T06:29:23+0000","2025-08-31T16:11:48+0000","-101155070279680","Asia/Calcutta","true","false","Farming - Backlog","3298534948863","kanban","140","","TASK"
"","UVFarms - Team","Create 3 slide investment PDF using Gamma.APP","TEXT","","","N","2025-05-31T18:30:00+0000","2025-05-31T18:30:00+0000","","","0","2","2025-05-24T16:15:19+0000","2025-06-01T17:05:14+0000","-97856535396352","Asia/Calcutta","true","false","Farming - Backlog","3298534948863","kanban","141","","TASK"
"","UVFarms - Team","Selva meeting at 8:30pm","TEXT","","","N","2025-05-08T18:30:00+0000","2025-05-08T18:30:00+0000","","","0","2","2025-05-08T16:29:52+0000","2025-05-09T16:34:48+0000","-94558000513024","Asia/Calcutta","true","false",,,"kanban","142","","TASK"
"","UVFarms - Team","F3 visit","TEXT","","","N","2025-05-08T18:30:00+0000","2025-05-08T18:30:00+0000","","","0","2","2025-05-08T16:28:44+0000","2025-05-11T14:43:46+0000","-93458488885248","Asia/Calcutta","true","false",,,"kanban","143","","TASK"
"","UVFarms - Team","Sandeep meeting after 7.30pm","TEXT","","","N","2025-05-03T18:30:00+0000","2025-05-03T18:30:00+0000","","","5","2","2025-05-04T06:50:22+0000","2025-05-11T14:43:36+0000","-92358977257472","Asia/Calcutta","true","false",,,"kanban","144","","TASK"
"","UVFarms - Team","Call Karti -- important","TEXT","","","N","2025-05-24T05:00:00+0000","2025-05-24T05:00:00+0000","PT0S","","5","2","2025-05-03T15:37:01+0000","2025-05-24T11:20:50+0000","-91259465629696","Asia/Calcutta","false","false","Farming - Backlog","3298534948863","kanban","145","","TASK"
"","UVFarms - Team","Call Dinesh after 6pm","TEXT","","","N","2025-05-02T12:30:00+0000","2025-05-02T12:30:00+0000","PT0S","","0","2","2025-05-02T07:07:19+0000","2025-05-11T14:43:17+0000","-90159954001920","Asia/Calcutta","false","false",,,"kanban","146","","TASK"
"","UVFarms - Team","Take print ","TEXT","","Color + Black","N","2025-05-02T10:00:00+0000","2025-05-02T10:00:00+0000","PT0S","","0","2","2025-05-02T06:58:35+0000","2025-05-03T15:24:26+0000","-89060442374144","Asia/Calcutta","false","false",,,"kanban","147","","TASK"
"","UVFarms - Team","Call John vinoj","TEXT","","","N","2025-05-02T11:35:00+0000","2025-05-02T11:35:00+0000","PT0S","","0","2","2025-04-28T09:40:44+0000","2025-05-11T14:43:22+0000","-87960930746368","Asia/Kolkata","false","false",,,"kanban","148","","TASK"
"","UVFarms - Team","Pavithra python Interview","TEXT","","","N","2025-04-29T03:30:00+0000","2025-04-29T03:30:00+0000","PT0S","","0","2","2025-04-28T09:08:50+0000","2025-05-11T14:42:50+0000","-87960930680832","Asia/Kolkata","false","false",,,"kanban","149","","TASK"
"","UVFarms - Team","Whatsapp ping marketing","TEXT","","","N","2025-04-26T18:30:00+0000","2025-04-26T18:30:00+0000","","","0","2","2025-04-23T04:30:58+0000","2025-04-27T14:39:59+0000","-85761907425280","Asia/Calcutta","true","false",,,"kanban","150","","TASK"
"","UVFarms - Team","Message Karti [my availability + purchase items]","TEXT","","","N","2025-04-22T18:30:00+0000","2025-04-22T18:30:00+0000","","","0","2","2025-04-23T04:29:56+0000","2025-04-29T03:43:47+0000","-84662395797504","Asia/Kolkata","true","false",,,"kanban","151","","TASK"
"","UVFarms - Team","F3 -- Acid & pH meter","TEXT","","","N","2025-04-22T18:30:00+0000","2025-04-22T18:30:00+0000","","","0","2","2025-04-23T04:25:20+0000","2025-04-26T11:52:40+0000","-83562884169728","Asia/Calcutta","true","false",,,"kanban","152","","TASK"
"","UVFarms - Team","""Create the UVF profile""","TEXT","","","N","2025-04-25T18:30:00+0000","2025-04-25T18:30:00+0000","","","5","2","2025-04-21T17:00:16+0000","2025-05-11T14:42:26+0000","-82463372541952","Asia/Calcutta","true","false",,,"kanban","153","","TASK"
"","UVFarms - Team","Call Krishnaraj for work before ","TEXT","","","N","2025-04-27T13:00:00+0000","2025-04-27T13:00:00+0000","PT0S","","0","2","2025-04-19T10:40:51+0000","2025-05-11T14:42:41+0000","-81363860914176","Asia/Calcutta","false","false",,,"kanban","154","","TASK"
"","UVFarms - Team","Call Mason for 2 or 3 people before ","TEXT","","","N","2025-04-19T13:00:00+0000","2025-04-19T13:00:00+0000","PT0S","","0","2","2025-04-19T10:40:22+0000","2025-04-26T11:48:23+0000","-80264349286400","Asia/Calcutta","false","false",,,"kanban","155","","TASK"
"","UVFarms - Team","Call Iron Man before ","TEXT","","","N","2025-04-19T13:00:00+0000","2025-04-19T13:00:00+0000","PT0S","","0","2","2025-04-19T10:39:57+0000","2025-04-26T11:48:25+0000","-79164837658624","Asia/Calcutta","false","false",,,"kanban","156","","TASK"
"","UVFarms - Team","Push Karti for Rs.4000","TEXT","","","N","2025-04-18T18:30:00+0000","2025-04-18T18:30:00+0000","","","5","2","2025-04-19T10:37:27+0000","2025-04-26T11:51:19+0000","-78065326030848","Asia/Calcutta","true","false",,,"kanban","157","","TASK"
"","UVFarms - Team","Ping more people from Freelancers group","TEXT","","","N","2025-04-26T18:30:00+0000","2025-04-26T18:30:00+0000","","","0","2","2025-04-17T04:27:02+0000","2025-04-26T11:52:09+0000","-76965814403072","Asia/Calcutta","true","false",,,"kanban","158","","TASK"
"","UVFarms - Team","Ping more people from Freelancers group","TEXT","","","N","2025-04-16T18:30:00+0000","2025-04-16T18:30:00+0000","","","0","2","2025-04-17T04:27:02+0000","2025-04-17T12:58:41+0000","-76965814403072","Asia/Calcutta","true","false",,,"kanban","159","","TASK"
"","UVFarms - Team","F3 tasks list for Friday and Sunday","TEXT","","","N","2025-04-17T18:30:00+0000","2025-04-17T18:30:00+0000","","","0","2","2025-04-16T01:46:11+0000","2025-04-26T11:47:57+0000","-75866302775296","Asia/Calcutta","true","false",,,"kanban","160","","TASK"
"","UVFarms - Team","Get the pH acid out","TEXT","","","N","2025-04-15T18:30:00+0000","2025-04-15T18:30:00+0000","","","0","2","2025-04-16T01:45:42+0000","2025-04-29T03:45:06+0000","-75866302709760","Asia/Kolkata","true","false",,,"kanban","161","","TASK"
"","UVFarms - Team","Call Karti","TEXT","","","N","2025-04-15T18:30:00+0000","2025-04-15T18:30:00+0000","","","0","2","2025-04-16T01:42:17+0000","2025-04-17T13:05:42+0000","-75866302578688","Asia/Calcutta","true","false",,,"kanban","162","","TASK"
"","UVFarms - Team","Call Karti ","TEXT","","","N","2025-04-30T07:00:00+0000","2025-04-30T07:00:00+0000","PT0S","","0","2","2025-04-12T03:52:16+0000","2025-05-11T14:42:59+0000","-75866302513152","Asia/Calcutta","false","false",,,"kanban","163","","TASK"
"","UVFarms - Team","Meet Sampath on Monday in F3","TEXT","","","N","2025-04-18T05:00:00+0000","2025-04-18T05:00:00+0000","PT0S
-PT1440M","","0","2","2025-04-11T16:43:26+0000","2025-04-26T11:47:24+0000","-74766790885376","Asia/Calcutta","false","false",,,"kanban","164","","TASK"
"","UVFarms - Team","Call Mason for salary","TEXT","","","N","2025-04-17T18:30:00+0000","2025-04-17T18:30:00+0000","","","0","2","2025-04-08T08:02:45+0000","2025-04-26T11:47:48+0000","-73667279257600","Asia/Calcutta","true","false",,,"kanban","165","","TASK"
"","UVFarms - Team","F0 -- More Calcium + KNO","TEXT","","","N","2025-04-07T18:30:00+0000","2025-04-07T18:30:00+0000","","","0","2","2025-04-08T06:13:51+0000","2025-04-26T11:47:00+0000","-71468256002048","Asia/Calcutta","true","false",,,"kanban","166","","TASK"
"","UVFarms - Team","Karti -- Sumukha payment","TEXT","","","N","2025-03-29T18:30:00+0000","2025-03-29T18:30:00+0000","","","5","2","2025-03-29T10:21:01+0000","2025-04-17T13:02:59+0000","-70368744374272","Asia/Calcutta","true","false",,,"kanban","167","","TASK"
"","UVFarms - Team","Adambakkam + Vinoth meeting","TEXT","","","N","2025-03-31T05:00:00+0000","2025-03-31T05:00:00+0000","PT0S","","0","2","2025-03-29T10:17:01+0000","2025-03-31T10:17:06+0000","-69269232746496","Asia/Calcutta","false","false",,,"kanban","168","","TASK"
"","UVFarms - Team","Oasis cubes tracking ... https://www.delhivery.com/track-v2/package/13381324741252","TEXT","","","N","2025-03-25T18:30:00+0000","2025-03-25T18:30:00+0000","","","0","2","2025-03-26T16:13:48+0000","2025-03-29T15:14:01+0000","-68169721118720","Asia/Calcutta","true","false",,,"kanban","169","","TASK"
"","UVFarms - Team","prepare a HydroPR 2000 TDS 10 litre water for Cucumber & Palak new","TEXT","","","N","2025-03-25T11:00:00+0000","2025-03-25T11:00:00+0000","PT0S","","5","2","2025-03-25T04:59:00+0000","2025-03-29T10:21:05+0000","-67070209490944","Asia/Calcutta","false","false",,,"kanban","170","","TASK"
"","UVFarms - Team","Connect Sumukha -- fertilizer + pesticide + seed","TEXT","","","N","2025-03-25T09:30:00+0000","2025-03-25T09:30:00+0000","PT0S","","5","2","2025-03-24T07:28:10+0000","2025-03-29T10:20:40+0000","-65970697863168","Asia/Calcutta","false","false",,,"kanban","171","","TASK"
"","UVFarms - Team","Follow URBAN farms for Oasis","TEXT","","","N","2025-03-29T05:30:00+0000","2025-03-29T05:30:00+0000","PT0S","","5","2","2025-03-24T05:11:04+0000","2025-04-29T03:45:30+0000","-64871186235392","Asia/Calcutta","false","false",,,"kanban","172","","TASK"
"","UVFarms - Team","Call Adambakkam for update","TEXT","","","N","2025-03-24T18:30:00+0000","2025-03-24T18:30:00+0000","","","0","2","2025-03-24T05:07:17+0000","2025-03-29T10:21:12+0000","-63771674607616","Asia/Calcutta","true","false",,,"kanban","173","","TASK"
"","UVFarms - Team","Contact Sumukha for Fertilizer and Pesticide","TEXT","","","N","2025-03-23T18:30:00+0000","2025-03-23T18:30:00+0000","","","0","2","2025-03-23T16:18:33+0000","2025-03-25T04:40:38+0000","-62672162979840","Asia/Calcutta","true","false",,,"kanban","174","","TASK"
"","UVFarms - Team","Buy CocoPeat","TEXT","","","N","2025-03-18T12:00:00+0000","2025-03-18T12:00:00+0000","PT0S","","0","2","2025-03-18T09:37:28+0000","2025-03-23T16:18:59+0000","-61572651352064","Asia/Calcutta","false","false",,,"kanban","175","","TASK"
"","UVFarms - Team","Karti call + meeting ","TEXT","","","N","2025-03-18T06:30:00+0000","2025-03-18T06:30:00+0000","PT0S
-PT30M","","0","2","2025-03-18T04:41:00+0000","2025-03-23T16:18:47+0000","-60473139724288","Asia/Calcutta","false","false",,,"kanban","176","","TASK"
"","UVFarms - Team","Call Sampath -- Millets","TEXT","","","N","2025-03-18T04:30:00+0000","2025-03-18T04:30:00+0000","PT0S
-PT30M","","0","2","2025-03-18T01:42:10+0000","2025-03-18T04:35:01+0000","-58274116468736","Asia/Calcutta","false","false",,,"kanban","177","","TASK"
"","UVFarms - Team","Check & improve PPM for HydroPR mix","TEXT","","","N","2025-03-14T18:30:00+0000","2025-03-14T18:30:00+0000","","","0","2","2025-03-15T04:31:28+0000","2025-03-15T06:42:51+0000","-57174604840960","Asia/Calcutta","true","false",,,"kanban","178","","TASK"
"","UVFarms - Team","Battery for pH meter","TEXT","","","N","2025-03-31T18:30:00+0000","2025-03-31T18:30:00+0000","","","0","2","2025-03-15T04:31:06+0000","2025-05-29T09:07:27+0000","-56075093213184","Asia/Calcutta","true","false","Farming - Backlog","3298534948863","kanban","179","","TASK"
"","UVFarms - Team","Purchase ","TEXT","","","N","2025-03-15T10:00:00+0000","2025-03-15T10:00:00+0000","PT0S","","0","2","2025-03-15T04:30:33+0000","2025-03-15T12:31:14+0000","-54975581585408","Asia/Calcutta","false","false",,,"kanban","180","","TASK"
"","UVFarms - Team","Agila call -- FARM","TEXT","","","N","2025-03-14T18:30:00+0000","2025-03-14T18:30:00+0000","","","0","2","2025-03-15T04:29:01+0000","2025-03-18T01:46:55+0000","-53876069957632","Asia/Calcutta","true","false",,,"kanban","181","","TASK"
"","UVFarms - Team","Trellis for Cucumber","TEXT","","","N","2025-03-14T18:30:00+0000","2025-03-14T18:30:00+0000","","","0","2","2025-03-15T04:28:18+0000","2025-03-15T06:42:37+0000","-52776558329856","Asia/Calcutta","true","false",,,"kanban","182","","TASK"
"","UVFarms - Team","Send UVF school PDF to Agila","TEXT","","","N","2025-03-18T15:30:00+0000","2025-03-18T15:30:00+0000","PT0S","","0","2","2025-03-12T07:07:16+0000","2025-05-27T16:14:11+0000","-51677046702080","Asia/Calcutta","false","false","Farming - Backlog","3298534948863","kanban","183","","TASK"
"","UVFarms - Team","Call -- Navya","TEXT","","","N","2025-03-12T14:00:00+0000","2025-03-12T14:00:00+0000","PT0S
-PT30M","","0","2","2025-03-11T15:23:54+0000","2025-03-12T16:12:27+0000","-48378511818752","Asia/Calcutta","false","false",,,"kanban","184","","TASK"
